,NAME,Total Population,Pop White Alone,Pop Black Alone,Pop Hispanic or Latino,Median Household Income,Edu Bachelors or Higher,Age 65-66,Age 67-69,Age 70-74,Age 75-79,Age 80-84,Age 85 Plus,Age 18-19,Age 20,Age 21,Age 22-24,Owner Occupied Units,Renter Occupied Units,Foreign Born Pop,state,county,year
250,"Adams County, Pennsylvania",102627.0,95238.0,1633.0,7356.0,68411.0,9265.0,1555.0,1857.0,2345.0,1737.0,1070.0,935.0,1514.0,681.0,839.0,1842.0,30850.0,8778.0,2290.0,42,001,2020
251,"Beaver County, Pennsylvania",164781.0,147857.0,9769.0,2789.0,59014.0,20960.0,2245.0,3374.0,3580.0,2469.0,1873.0,1723.0,1652.0,715.0,980.0,2811.0,52598.0,19488.0,858.0,42,007,2020
252,"Blair County, Pennsylvania",122495.0,116594.0,2230.0,1549.0,50856.0,13365.0,1549.0,2257.0,2821.0,2026.0,1271.0,1036.0,1592.0,558.0,585.0,2177.0,36288.0,15359.0,605.0,42,013,2020
253,"Butler County, Pennsylvania",187798.0,179266.0,1899.0,2971.0,72642.0,32382.0,2738.0,3182.0,3833.0,2559.0,1747.0,1797.0,2613.0,1101.0,1037.0,3281.0,59092.0,18633.0,1981.0,42,019,2020
254,"Carbon County, Pennsylvania",63964.0,60253.0,1496.0,3290.0,57601.0,5477.0,1092.0,1024.0,1740.0,876.0,817.0,617.0,625.0,369.0,339.0,891.0,19893.0,6652.0,567.0,42,025,2020
255,"Clarion County, Pennsylvania",38633.0,37117.0,576.0,394.0,49695.0,3616.0,522.0,692.0,807.0,691.0,435.0,290.0,683.0,255.0,575.0,810.0,11075.0,4855.0,183.0,42,031,2020
256,"Columbia County, Pennsylvania",65390.0,61940.0,1116.0,1933.0,52219.0,6494.0,1014.0,987.0,1378.0,943.0,463.0,759.0,1354.0,569.0,656.0,1869.0,18072.0,8410.0,498.0,42,037,2020
257,"Dauphin County, Pennsylvania",277071.0,189980.0,54075.0,26948.0,63123.0,39594.0,3894.0,4087.0,4901.0,3402.0,2033.0,2051.0,3071.0,1591.0,1313.0,5357.0,72073.0,41686.0,10930.0,42,043,2020
258,"Erie County, Pennsylvania",272046.0,232894.0,19447.0,11982.0,52863.0,34469.0,3548.0,4154.0,5685.0,3842.0,2062.0,2401.0,4458.0,1858.0,1901.0,5448.0,73941.0,36447.0,5948.0,42,049,2020
259,"Franklin County, Pennsylvania",154954.0,141938.0,6317.0,9272.0,63420.0,14682.0,1410.0,2449.0,3871.0,2280.0,1713.0,1622.0,1918.0,750.0,681.0,2565.0,43688.0,17929.0,3189.0,42,055,2020
260,"Huntingdon County, Pennsylvania",45145.0,41206.0,2503.0,907.0,53597.0,3904.0,611.0,732.0,1368.0,802.0,583.0,365.0,649.0,327.0,382.0,879.0,12927.0,3852.0,467.0,42,061,2020
261,"Juniata County, Pennsylvania",24657.0,23657.0,311.0,963.0,53502.0,1733.0,302.0,502.0,595.0,374.0,341.0,211.0,251.0,62.0,189.0,369.0,6928.0,2452.0,345.0,42,067,2020
262,"Lawrence County, Pennsylvania",86148.0,79565.0,3114.0,1316.0,50080.0,9536.0,1314.0,1547.0,1973.0,1448.0,1019.0,864.0,1000.0,495.0,678.0,1410.0,27882.0,9418.0,442.0,42,073,2020
263,"Luzerne County, Pennsylvania",317547.0,273141.0,16411.0,41053.0,53194.0,33124.0,3745.0,5364.0,7319.0,4978.0,2992.0,2785.0,4130.0,2475.0,2125.0,5517.0,88467.0,41572.0,11538.0,42,079,2020
264,"Mifflin County, Pennsylvania",46179.0,44492.0,266.0,751.0,52641.0,2758.0,590.0,689.0,1223.0,913.0,508.0,491.0,472.0,243.0,235.0,809.0,13926.0,5149.0,197.0,42,087,2020
265,"Westmoreland County, Pennsylvania",350722.0,330751.0,8469.0,4362.0,61398.0,50151.0,5450.0,6591.0,9020.0,5901.0,3664.0,4431.0,3964.0,1749.0,1612.0,6208.0,119286.0,34486.0,2120.0,42,129,2020
266,"Allegheny County, Pennsylvania",1218380.0,962931.0,158337.0,26607.0,62320.0,218237.0,14724.0,20844.0,23067.0,16044.0,10318.0,12416.0,15728.0,6706.0,7505.0,23245.0,350794.0,194901.0,38109.0,42,003,2020
267,"Armstrong County, Pennsylvania",65356.0,63611.0,566.0,520.0,53545.0,5993.0,940.0,1324.0,1741.0,1036.0,915.0,627.0,639.0,264.0,452.0,987.0,21805.0,6230.0,190.0,42,005,2020
268,"Bedford County, Pennsylvania",48154.0,46872.0,497.0,597.0,51531.0,3317.0,755.0,760.0,1315.0,1088.0,593.0,463.0,485.0,226.0,271.0,845.0,15824.0,4106.0,178.0,42,009,2020
269,"Berks County, Pennsylvania",419062.0,335300.0,21938.0,91381.0,66154.0,46858.0,4637.0,6334.0,8370.0,5675.0,3641.0,3466.0,6172.0,3362.0,2832.0,7929.0,111089.0,45300.0,15276.0,42,011,2020
270,"Bradford County, Pennsylvania",60721.0,58502.0,407.0,887.0,52375.0,5056.0,955.0,1129.0,1441.0,1098.0,684.0,787.0,599.0,258.0,422.0,904.0,18248.0,6836.0,548.0,42,015,2020
271,"Bucks County, Pennsylvania",627668.0,537896.0,24445.0,34670.0,93181.0,113022.0,7830.0,9397.0,14706.0,8510.0,6304.0,5661.0,7282.0,3437.0,3297.0,11506.0,187963.0,52800.0,19965.0,42,017,2020
272,"Cambria County, Pennsylvania",131611.0,122591.0,4708.0,2212.0,47644.0,13387.0,1635.0,2946.0,3338.0,2360.0,1287.0,1370.0,1806.0,1088.0,795.0,2375.0,42554.0,14379.0,532.0,42,021,2020
273,"Cameron County, Pennsylvania",4512.0,4287.0,7.0,38.0,40342.0,304.0,99.0,114.0,166.0,125.0,17.0,74.0,9.0,6.0,60.0,56.0,1567.0,767.0,2.0,42,023,2020
274,"Centre County, Pennsylvania",162264.0,141611.0,5589.0,4815.0,61921.0,23529.0,1848.0,1833.0,2747.0,1848.0,1123.0,1180.0,5951.0,4339.0,4290.0,6117.0,37083.0,22297.0,9268.0,42,027,2020
275,"Chester County, Pennsylvania",521980.0,435062.0,29601.0,38901.0,104161.0,113574.0,6408.0,7825.0,9382.0,6789.0,3769.0,4230.0,7222.0,2321.0,3082.0,10756.0,144688.0,48263.0,27130.0,42,029,2020
276,"Clearfield County, Pennsylvania",79466.0,74908.0,2188.0,2383.0,50150.0,6438.0,1233.0,1287.0,1901.0,1252.0,977.0,734.0,741.0,417.0,588.0,1403.0,24544.0,7160.0,1867.0,42,033,2020
277,"Clinton County, Pennsylvania",38549.0,37021.0,639.0,610.0,51145.0,3133.0,457.0,689.0,768.0,641.0,337.0,404.0,708.0,472.0,416.0,976.0,10487.0,4571.0,159.0,42,035,2020
278,"Crawford County, Pennsylvania",85074.0,80964.0,1275.0,1156.0,51919.0,7577.0,1085.0,1743.0,2199.0,1394.0,1065.0,676.0,1242.0,549.0,597.0,1467.0,25593.0,9576.0,403.0,42,039,2020
279,"Cumberland County, Pennsylvania",251487.0,218352.0,10233.0,10516.0,71979.0,40941.0,2928.0,4067.0,5154.0,3610.0,2222.0,2349.0,3657.0,1919.0,1687.0,4656.0,70533.0,30643.0,7712.0,42,041,2020
280,"Delaware County, Pennsylvania",565328.0,382911.0,122370.0,22577.0,76238.0,87354.0,6319.0,8281.0,9082.0,6316.0,4373.0,4928.0,8770.0,4272.0,4057.0,10648.0,143938.0,65658.0,24920.0,42,045,2020
281,"Elk County, Pennsylvania",30077.0,29244.0,194.0,253.0,54961.0,2871.0,381.0,768.0,740.0,567.0,346.0,344.0,300.0,220.0,75.0,550.0,11151.0,3064.0,92.0,42,047,2020
282,"Fayette County, Pennsylvania",130329.0,120044.0,5303.0,1646.0,49075.0,11373.0,2169.0,2608.0,2814.0,2112.0,1098.0,1442.0,1234.0,492.0,744.0,2490.0,40642.0,14704.0,1035.0,42,051,2020
283,"Forest County, Pennsylvania",7190.0,5311.0,1555.0,420.0,41225.0,391.0,104.0,134.0,291.0,168.0,98.0,79.0,102.0,68.0,69.0,275.0,1772.0,359.0,64.0,42,053,2020
284,"Fulton County, Pennsylvania",14492.0,13939.0,197.0,179.0,55424.0,942.0,160.0,298.0,386.0,299.0,142.0,158.0,148.0,71.0,101.0,242.0,4726.0,1314.0,40.0,42,057,2020
285,"Greene County, Pennsylvania",36484.0,34039.0,1169.0,560.0,55993.0,3065.0,404.0,878.0,820.0,563.0,278.0,273.0,510.0,345.0,228.0,650.0,10912.0,3591.0,122.0,42,059,2020
286,"Indiana County, Pennsylvania",84463.0,79466.0,1909.0,1132.0,49270.0,7881.0,967.0,1430.0,2109.0,1187.0,757.0,959.0,2068.0,1008.0,1323.0,2308.0,23720.0,10135.0,1077.0,42,063,2020
287,"Jefferson County, Pennsylvania",43570.0,42495.0,206.0,421.0,49604.0,3355.0,606.0,802.0,1088.0,826.0,478.0,353.0,474.0,208.0,265.0,704.0,13765.0,4635.0,76.0,42,065,2020
288,"Lackawanna County, Pennsylvania",210162.0,187519.0,5920.0,16882.0,54064.0,26540.0,2627.0,3514.0,4815.0,3171.0,1841.0,1973.0,2780.0,1492.0,1368.0,3487.0,56316.0,31421.0,6152.0,42,069,2020
289,"Lancaster County, Pennsylvania",543050.0,475443.0,22102.0,58450.0,69588.0,67413.0,5872.0,8587.0,10489.0,7640.0,5564.0,5318.0,7296.0,3386.0,3464.0,10098.0,141505.0,62498.0,11331.0,42,071,2020
290,"Lebanon County, Pennsylvania",140410.0,120188.0,3472.0,19028.0,61632.0,13317.0,1399.0,2066.0,3703.0,1910.0,1510.0,1506.0,1777.0,1101.0,928.0,2218.0,37987.0,15870.0,2412.0,42,075,2020
291,"Lehigh County, Pennsylvania",367338.0,279735.0,26701.0,93175.0,66214.0,47407.0,3976.0,5705.0,6449.0,4430.0,2876.0,3219.0,4737.0,2719.0,2608.0,6407.0,90661.0,49411.0,19716.0,42,077,2020
292,"Lycoming County, Pennsylvania",114014.0,103914.0,5429.0,2362.0,54906.0,12546.0,1279.0,2060.0,2518.0,1749.0,1122.0,1011.0,1824.0,956.0,893.0,1737.0,31653.0,14507.0,1086.0,42,081,2020
293,"McKean County, Pennsylvania",41021.0,38647.0,983.0,910.0,49240.0,3552.0,444.0,692.0,1011.0,617.0,498.0,366.0,648.0,116.0,274.0,910.0,12687.0,4372.0,317.0,42,083,2020
294,"Mercer County, Pennsylvania",110519.0,100256.0,6714.0,1681.0,50529.0,11376.0,1548.0,1835.0,2777.0,1849.0,972.0,1460.0,1721.0,903.0,847.0,2078.0,33620.0,13201.0,503.0,42,085,2020
295,"Monroe County, Pennsylvania",168824.0,125370.0,23949.0,28024.0,68734.0,18474.0,2243.0,3144.0,3707.0,2323.0,1488.0,928.0,2869.0,1029.0,1142.0,3991.0,46207.0,13743.0,5113.0,42,089,2020
296,"Montgomery County, Pennsylvania",827180.0,645707.0,76606.0,44108.0,93518.0,164225.0,9128.0,13214.0,15163.0,10624.0,7149.0,8046.0,9354.0,4421.0,4428.0,14638.0,228996.0,89652.0,37477.0,42,091,2020
297,"Montour County, Pennsylvania",18178.0,16908.0,366.0,483.0,59915.0,2159.0,284.0,265.0,342.0,329.0,116.0,251.0,226.0,110.0,93.0,174.0,5156.0,2319.0,359.0,42,093,2020
298,"Northampton County, Pennsylvania",304233.0,253708.0,18054.0,41754.0,73088.0,42108.0,3863.0,4912.0,6335.0,4369.0,2624.0,3248.0,5386.0,2781.0,2496.0,5169.0,82098.0,33202.0,9537.0,42,095,2020
299,"Northumberland County, Pennsylvania",91234.0,85487.0,2253.0,3395.0,49273.0,8262.0,1365.0,1545.0,2226.0,1619.0,850.0,1003.0,852.0,469.0,570.0,1620.0,27794.0,11254.0,641.0,42,097,2020
300,"Perry County, Pennsylvania",46133.0,44479.0,435.0,986.0,70660.0,4210.0,652.0,738.0,1296.0,741.0,350.0,258.0,526.0,250.0,209.0,734.0,15015.0,3497.0,231.0,42,099,2020
301,"Philadelphia County, Pennsylvania",1581531.0,622027.0,654092.0,238112.0,49127.0,194201.0,14435.0,17562.0,21714.0,14692.0,9589.0,9214.0,21546.0,10955.0,10095.0,33762.0,323784.0,289341.0,109627.0,42,101,2020
302,"Pike County, Pennsylvania",55660.0,47953.0,3428.0,6252.0,67495.0,6635.0,723.0,1231.0,1646.0,948.0,639.0,729.0,638.0,435.0,163.0,949.0,19151.0,3566.0,911.0,42,103,2020
303,"Potter County, Pennsylvania",16685.0,16200.0,57.0,231.0,47696.0,1191.0,316.0,294.0,503.0,398.0,184.0,171.0,171.0,64.0,39.0,353.0,5167.0,1463.0,68.0,42,105,2020
304,"Schuylkill County, Pennsylvania",141935.0,132065.0,4243.0,6878.0,53703.0,12030.0,1936.0,2512.0,3483.0,2286.0,1352.0,1304.0,1367.0,907.0,703.0,2442.0,44108.0,14538.0,1225.0,42,107,2020
305,"Snyder County, Pennsylvania",40452.0,38902.0,386.0,892.0,60227.0,3576.0,352.0,680.0,999.0,649.0,409.0,339.0,880.0,619.0,335.0,668.0,10864.0,3960.0,205.0,42,109,2020
306,"Somerset County, Pennsylvania",73844.0,70020.0,1918.0,1134.0,51255.0,6052.0,998.0,1573.0,1976.0,1179.0,924.0,872.0,700.0,475.0,358.0,1352.0,23558.0,5960.0,249.0,42,111,2020
307,"Sullivan County, Pennsylvania",6038.0,5697.0,167.0,212.0,49830.0,567.0,111.0,142.0,231.0,125.0,94.0,114.0,111.0,28.0,17.0,107.0,2275.0,476.0,77.0,42,113,2020
308,"Susquehanna County, Pennsylvania",40604.0,39470.0,248.0,708.0,55788.0,3767.0,600.0,874.0,1218.0,903.0,532.0,360.0,401.0,184.0,205.0,708.0,13181.0,3846.0,312.0,42,115,2020
309,"Tioga County, Pennsylvania",40759.0,39481.0,340.0,528.0,51838.0,3540.0,637.0,704.0,1144.0,719.0,563.0,499.0,530.0,234.0,208.0,714.0,12264.0,4178.0,203.0,42,117,2020
310,"Union County, Pennsylvania",44831.0,39449.0,2975.0,2682.0,56824.0,3925.0,477.0,687.0,893.0,623.0,297.0,614.0,1411.0,648.0,577.0,877.0,10415.0,4347.0,640.0,42,119,2020
311,"Venango County, Pennsylvania",51355.0,49365.0,577.0,568.0,51405.0,4948.0,738.0,1058.0,1429.0,946.0,660.0,377.0,499.0,246.0,296.0,850.0,16172.0,5931.0,124.0,42,121,2020
312,"Warren County, Pennsylvania",39466.0,38083.0,233.0,444.0,52034.0,3730.0,617.0,722.0,1124.0,696.0,489.0,564.0,416.0,213.0,233.0,594.0,13293.0,3831.0,224.0,42,123,2020
313,"Washington County, Pennsylvania",207081.0,192562.0,6785.0,3659.0,65478.0,29871.0,2921.0,3648.0,5035.0,3318.0,2109.0,1831.0,2701.0,1371.0,1180.0,3653.0,63856.0,21345.0,1983.0,42,125,2020
314,"Wayne County, Pennsylvania",51268.0,47687.0,1757.0,2364.0,55572.0,4892.0,751.0,1101.0,1794.0,1034.0,626.0,589.0,488.0,232.0,316.0,868.0,15325.0,3613.0,573.0,42,127,2020
315,"Wyoming County, Pennsylvania",27078.0,25210.0,489.0,531.0,60075.0,2605.0,420.0,482.0,826.0,582.0,245.0,189.0,350.0,152.0,149.0,539.0,8253.0,2634.0,168.0,42,131,2020
316,"York County, Pennsylvania",447628.0,390226.0,25938.0,35063.0,68940.0,51084.0,5268.0,7281.0,8998.0,6062.0,4076.0,3522.0,5514.0,2510.0,2699.0,7988.0,130524.0,43901.0,8466.0,42,133,2020
317,"Alcona County, Michigan",10396.0,10027.0,44.0,166.0,43341.0,1018.0,217.0,340.0,490.0,377.0,265.0,191.0,73.0,19.0,59.0,113.0,4510.0,605.0,59.0,26,001,2020
318,"Alger County, Michigan",9098.0,7658.0,632.0,153.0,45184.0,941.0,157.0,248.0,331.0,230.0,106.0,94.0,105.0,42.0,38.0,253.0,2611.0,635.0,76.0,26,003,2020
319,"Allegan County, Michigan",117104.0,108022.0,1472.0,8734.0,65071.0,12465.0,1437.0,1720.0,2541.0,1630.0,724.0,926.0,1314.0,675.0,545.0,2278.0,37091.0,6836.0,2543.0,26,005,2020
320,"Alpena County, Michigan",28431.0,27308.0,165.0,411.0,42603.0,2448.0,330.0,661.0,822.0,412.0,422.0,380.0,313.0,109.0,124.0,477.0,10015.0,2754.0,209.0,26,007,2020
321,"Antrim County, Michigan",23301.0,22323.0,101.0,546.0,57256.0,3291.0,486.0,492.0,839.0,575.0,359.0,298.0,210.0,31.0,135.0,422.0,8910.0,1256.0,207.0,26,009,2020
322,"Arenac County, Michigan",15013.0,14390.0,66.0,304.0,45679.0,969.0,292.0,405.0,449.0,398.0,186.0,117.0,145.0,53.0,108.0,180.0,5587.0,998.0,53.0,26,011,2020
323,"Baraga County, Michigan",8337.0,6138.0,722.0,139.0,46581.0,582.0,116.0,150.0,290.0,199.0,61.0,93.0,60.0,21.0,60.0,272.0,2506.0,682.0,38.0,26,013,2020
324,"Barry County, Michigan",61045.0,58377.0,388.0,1896.0,65557.0,6828.0,881.0,1196.0,1247.0,748.0,576.0,604.0,732.0,281.0,236.0,1235.0,20440.0,3902.0,630.0,26,015,2020
325,"Bay County, Michigan",103506.0,97122.0,1566.0,5703.0,48290.0,9978.0,1447.0,1795.0,2417.0,1804.0,1036.0,806.0,1088.0,722.0,420.0,1747.0,33948.0,10679.0,532.0,26,017,2020
326,"Benzie County, Michigan",17703.0,16819.0,56.0,443.0,64257.0,2791.0,407.0,349.0,591.0,406.0,266.0,218.0,153.0,31.0,118.0,289.0,6310.0,630.0,93.0,26,019,2020
327,"Berrien County, Michigan",153797.0,119862.0,21883.0,8632.0,52500.0,17936.0,1884.0,2753.0,3467.0,2146.0,1568.0,1765.0,1717.0,1006.0,753.0,2895.0,44981.0,18155.0,4377.0,26,021,2020
328,"Branch County, Michigan",43428.0,40302.0,908.0,2168.0,52782.0,3181.0,530.0,831.0,1051.0,690.0,376.0,278.0,447.0,243.0,227.0,683.0,12675.0,4041.0,1128.0,26,023,2020
329,"Calhoun County, Michigan",133943.0,107831.0,13946.0,7272.0,50219.0,12613.0,1538.0,2401.0,2552.0,1876.0,1218.0,903.0,1791.0,1168.0,958.0,2239.0,37636.0,16488.0,2990.0,26,025,2020
330,"Cass County, Michigan",51613.0,45532.0,2609.0,2044.0,57514.0,5078.0,787.0,941.0,1502.0,800.0,570.0,490.0,577.0,338.0,197.0,873.0,17252.0,3974.0,467.0,26,027,2020
331,"Charlevoix County, Michigan",26197.0,24880.0,136.0,563.0,60433.0,3738.0,409.0,605.0,809.0,586.0,322.0,281.0,286.0,120.0,125.0,426.0,9579.0,2146.0,195.0,26,029,2020
332,"Chippewa County, Michigan",37418.0,25809.0,2045.0,729.0,50454.0,3934.0,679.0,475.0,822.0,534.0,332.0,424.0,554.0,472.0,272.0,1162.0,10006.0,4317.0,649.0,26,033,2020
333,"Clare County, Michigan",30655.0,29462.0,188.0,643.0,41163.0,1669.0,558.0,647.0,904.0,650.0,421.0,316.0,292.0,147.0,130.0,479.0,10235.0,2012.0,101.0,26,035,2020
334,"Crawford County, Michigan",13904.0,13295.0,44.0,289.0,49987.0,1194.0,291.0,422.0,330.0,371.0,188.0,143.0,132.0,61.0,69.0,189.0,5016.0,1139.0,59.0,26,039,2020
335,"Delta County, Michigan",35874.0,33208.0,111.0,511.0,47008.0,3513.0,584.0,966.0,920.0,637.0,496.0,422.0,359.0,258.0,200.0,382.0,12538.0,3616.0,125.0,26,041,2020
336,"Eaton County, Michigan",109730.0,94098.0,7707.0,6042.0,67440.0,14930.0,1264.0,1952.0,2646.0,1441.0,1057.0,790.0,1570.0,700.0,718.0,1921.0,32687.0,12350.0,2336.0,26,045,2020
337,"Genesee County, Michigan",406770.0,300429.0,80729.0,14566.0,50269.0,38016.0,4780.0,6255.0,7982.0,5635.0,3406.0,2916.0,4906.0,2599.0,2570.0,7621.0,119384.0,51197.0,3822.0,26,049,2020
338,"Gladwin County, Michigan",25312.0,24447.0,93.0,462.0,45957.0,1686.0,376.0,640.0,972.0,600.0,383.0,298.0,252.0,126.0,125.0,325.0,9662.0,1519.0,67.0,26,051,2020
339,"Grand Traverse County, Michigan",92640.0,87521.0,711.0,2731.0,66457.0,15858.0,1505.0,1665.0,2137.0,1172.0,776.0,1015.0,1202.0,617.0,604.0,1181.0,29020.0,8919.0,957.0,26,055,2020
340,"Gratiot County, Michigan",40692.0,36688.0,2424.0,2580.0,49795.0,3209.0,586.0,514.0,777.0,546.0,324.0,420.0,673.0,403.0,315.0,1100.0,11450.0,3634.0,243.0,26,057,2020
341,"Houghton County, Michigan",35890.0,33392.0,332.0,602.0,44839.0,3991.0,455.0,526.0,800.0,583.0,241.0,303.0,1501.0,1183.0,676.0,1665.0,9209.0,4596.0,1286.0,26,061,2020
342,"Huron County, Michigan",31105.0,29885.0,115.0,789.0,49541.0,2425.0,475.0,759.0,942.0,631.0,460.0,385.0,324.0,158.0,154.0,493.0,11200.0,2708.0,191.0,26,063,2020
343,"Ionia County, Michigan",64401.0,58532.0,2939.0,3170.0,60139.0,5376.0,716.0,998.0,1180.0,748.0,385.0,427.0,1408.0,353.0,486.0,1647.0,17619.0,5452.0,471.0,26,067,2020
344,"Iron County, Michigan",11099.0,10576.0,107.0,246.0,44183.0,1033.0,289.0,269.0,428.0,251.0,154.0,216.0,111.0,41.0,38.0,159.0,4256.0,894.0,52.0,26,071,2020
345,"Isabella County, Michigan",70363.0,61033.0,1718.0,2817.0,46783.0,6306.0,548.0,773.0,1238.0,576.0,457.0,408.0,2539.0,1450.0,1852.0,2831.0,15676.0,9305.0,1174.0,26,073,2020
346,"Kalamazoo County, Michigan",264322.0,210967.0,29156.0,13573.0,58836.0,40035.0,2519.0,3529.0,4666.0,3142.0,1769.0,1625.0,4418.0,3900.0,3073.0,8684.0,67255.0,37023.0,8739.0,26,077,2020
347,"Kalkaska County, Michigan",17725.0,16902.0,190.0,377.0,49402.0,1131.0,234.0,388.0,556.0,343.0,146.0,146.0,194.0,85.0,37.0,327.0,6096.0,1077.0,32.0,26,079,2020
348,"Keweenaw County, Michigan",2102.0,2048.0,15.0,29.0,51750.0,347.0,48.0,120.0,85.0,80.0,40.0,32.0,6.0,3.0,2.0,24.0,956.0,123.0,22.0,26,083,2020
349,"Lake County, Michigan",11805.0,10248.0,931.0,311.0,38356.0,878.0,212.0,363.0,507.0,305.0,246.0,115.0,82.0,52.0,47.0,154.0,4161.0,824.0,58.0,26,085,2020
350,"Leelanau County, Michigan",21649.0,20091.0,97.0,909.0,67330.0,4507.0,397.0,702.0,832.0,647.0,408.0,248.0,169.0,131.0,52.0,368.0,8178.0,1023.0,257.0,26,089,2020
351,"Livingston County, Michigan",190832.0,183233.0,1154.0,4851.0,84274.0,33271.0,2318.0,3046.0,4481.0,2823.0,1568.0,1178.0,2353.0,1337.0,1018.0,3369.0,62039.0,10866.0,1789.0,26,093,2020
352,"Luce County, Michigan",6286.0,4968.0,504.0,155.0,50000.0,558.0,101.0,103.0,202.0,168.0,85.0,24.0,64.0,33.0,65.0,103.0,1814.0,444.0,69.0,26,095,2020
353,"Macomb County, Michigan",870893.0,695298.0,103084.0,23551.0,64641.0,103772.0,9850.0,12552.0,16915.0,10623.0,6999.0,7025.0,9395.0,4826.0,4687.0,17165.0,258973.0,90367.0,32532.0,26,099,2020
354,"Manistee County, Michigan",24539.0,22273.0,670.0,834.0,51658.0,2894.0,568.0,571.0,745.0,535.0,286.0,320.0,247.0,140.0,157.0,471.0,8209.0,1492.0,179.0,26,101,2020
355,"Mason County, Michigan",29062.0,27528.0,284.0,1344.0,51568.0,2842.0,364.0,762.0,868.0,660.0,405.0,155.0,320.0,103.0,193.0,478.0,9339.0,2957.0,288.0,26,105,2020
356,"Mecosta County, Michigan",43481.0,40078.0,1325.0,1059.0,45797.0,3830.0,604.0,672.0,1093.0,776.0,367.0,247.0,1357.0,954.0,690.0,1376.0,12121.0,4155.0,289.0,26,107,2020
357,"Midland County, Michigan",83445.0,77431.0,1280.0,2412.0,64078.0,11944.0,1047.0,1009.0,1853.0,1218.0,610.0,1076.0,1031.0,556.0,590.0,1395.0,26466.0,7787.0,1488.0,26,111,2020
358,"Monroe County, Michigan",150000.0,140412.0,3620.0,5527.0,65453.0,14465.0,2180.0,2503.0,3158.0,2172.0,1122.0,1165.0,1694.0,960.0,778.0,2670.0,49014.0,11790.0,1575.0,26,115,2020
359,"Montcalm County, Michigan",63516.0,59465.0,1409.0,2265.0,52390.0,4537.0,620.0,971.0,1584.0,898.0,642.0,430.0,648.0,363.0,327.0,1307.0,19248.0,4895.0,396.0,26,117,2020
360,"Muskegon County, Michigan",173679.0,139148.0,23007.0,10095.0,53478.0,16386.0,2258.0,2850.0,3103.0,2083.0,1454.0,1320.0,2109.0,908.0,1193.0,3286.0,50362.0,15702.0,1557.0,26,121,2020
361,"Newaygo County, Michigan",48687.0,44908.0,538.0,2852.0,51470.0,4035.0,678.0,899.0,1321.0,766.0,512.0,388.0,524.0,315.0,240.0,842.0,16345.0,3020.0,591.0,26,123,2020
362,"Oceana County, Michigan",26545.0,24694.0,267.0,3993.0,51161.0,2387.0,423.0,517.0,685.0,514.0,296.0,231.0,356.0,134.0,182.0,544.0,8519.0,1689.0,1226.0,26,127,2020
363,"Ogemaw County, Michigan",20895.0,20050.0,74.0,468.0,41752.0,1295.0,359.0,483.0,680.0,450.0,397.0,234.0,203.0,87.0,101.0,310.0,7595.0,1719.0,147.0,26,129,2020
364,"Osceola County, Michigan",23323.0,22383.0,276.0,475.0,46969.0,1666.0,326.0,497.0,611.0,430.0,293.0,197.0,278.0,120.0,135.0,332.0,7681.0,1651.0,112.0,26,133,2020
365,"Oscoda County, Michigan",8282.0,7951.0,57.0,141.0,43457.0,470.0,214.0,193.0,281.0,252.0,103.0,96.0,73.0,40.0,37.0,103.0,3204.0,528.0,18.0,26,135,2020
366,"Ottawa County, Michigan",289162.0,257345.0,4366.0,28787.0,72418.0,42239.0,3133.0,4050.0,4626.0,3322.0,2310.0,2307.0,5469.0,3279.0,2836.0,7245.0,81969.0,22617.0,6164.0,26,139,2020
367,"Roscommon County, Michigan",23863.0,22932.0,74.0,474.0,41828.0,1660.0,452.0,895.0,1056.0,698.0,400.0,407.0,166.0,96.0,94.0,327.0,9165.0,2255.0,168.0,26,143,2020
368,"Saginaw County, Michigan",191166.0,141928.0,36004.0,16680.0,49565.0,19176.0,2252.0,3375.0,4076.0,2870.0,1441.0,1999.0,2731.0,1397.0,1263.0,3746.0,56509.0,22471.0,1969.0,26,145,2020
369,"St. Joseph County, Michigan",60789.0,55464.0,1176.0,4915.0,53253.0,4139.0,675.0,1127.0,1271.0,801.0,569.0,453.0,850.0,295.0,470.0,1064.0,18025.0,6294.0,1543.0,26,149,2020
370,"Sanilac County, Michigan",41179.0,39620.0,217.0,1584.0,49852.0,2740.0,642.0,815.0,1042.0,850.0,446.0,360.0,430.0,223.0,278.0,639.0,14053.0,3867.0,342.0,26,151,2020
371,"Shiawassee County, Michigan",68176.0,65363.0,515.0,2001.0,56436.0,5776.0,907.0,1088.0,1522.0,892.0,648.0,539.0,805.0,337.0,354.0,1394.0,21358.0,6404.0,296.0,26,155,2020
372,"Tuscola County, Michigan",52683.0,50342.0,536.0,1864.0,51891.0,3488.0,874.0,794.0,1335.0,937.0,556.0,483.0,581.0,324.0,287.0,834.0,18184.0,3535.0,170.0,26,157,2020
373,"Washtenaw County, Michigan",368385.0,267847.0,43580.0,17906.0,75730.0,61734.0,3606.0,4809.0,6141.0,3575.0,2574.0,2279.0,10084.0,5721.0,5717.0,12953.0,87938.0,55102.0,23797.0,26,161,2020
374,"Wayne County, Michigan",1753059.0,917413.0,671837.0,106070.0,49359.0,181260.0,18208.0,23247.0,30073.0,19213.0,12269.0,11529.0,20674.0,10750.0,10211.0,35029.0,434235.0,260623.0,68694.0,26,163,2020
